# Time	forces(pressure, viscous) moment(pressure, viscous)
2288	(((-50.4679 -0.00364176 -9.06309e-19) (1.18558 -0.00076284 -1.53175e-23)) ((4.62503e-05 -0.640943 -1.27823e-08) (9.68807e-06 0.0150568 -3.53011e-05)))
2289	(((-50.4684 -0.0035113 -9.06319e-19) (1.18558 -0.000762444 -1.53176e-23)) ((4.45935e-05 -0.640948 -1.27773e-08) (9.68304e-06 0.0150569 -3.53401e-05)))
2290	(((-50.4688 -0.00339733 -9.06329e-19) (1.18559 -0.000762049 -1.53176e-23)) ((4.3146e-05 -0.640954 -1.27719e-08) (9.67803e-06 0.015057 -3.53791e-05)))
2291	(((-50.4692 -0.0032862 -9.06339e-19) (1.18559 -0.000761655 -1.53176e-23)) ((4.17348e-05 -0.640959 -1.27668e-08) (9.67302e-06 0.015057 -3.5418e-05)))
2292	(((-50.4697 -0.0031623 -9.06349e-19) (1.1856 -0.000761261 -1.53176e-23)) ((4.01612e-05 -0.640965 -1.27617e-08) (9.66802e-06 0.0150571 -3.5457e-05)))
2293	(((-50.4701 -0.0030041 -9.06361e-19) (1.1856 -0.000760867 -1.53177e-23)) ((3.8152e-05 -0.64097 -1.27558e-08) (9.66302e-06 0.0150572 -3.54959e-05)))
2294	(((-50.4705 -0.0027537 -9.06378e-19) (1.18561 -0.000760472 -1.53177e-23)) ((3.49719e-05 -0.640975 -1.27489e-08) (9.658e-06 0.0150572 -3.55349e-05)))
2295	(((-50.4709 -0.0026204 -9.06389e-19) (1.18561 -0.000760076 -1.53177e-23)) ((3.32791e-05 -0.64098 -1.27437e-08) (9.65297e-06 0.0150573 -3.55738e-05)))
2296	(((-50.4713 -0.00250112 -9.06398e-19) (1.18562 -0.000759681 -1.53178e-23)) ((3.17642e-05 -0.640986 -1.27381e-08) (9.64795e-06 0.0150574 -3.56127e-05)))
2297	(((-50.4718 -0.00238212 -9.06408e-19) (1.18563 -0.000759286 -1.53178e-23)) ((3.0253e-05 -0.640991 -1.27332e-08) (9.64294e-06 0.0150574 -3.56516e-05)))
2298	(((-50.4722 -0.00224353 -9.06418e-19) (1.18563 -0.000758892 -1.53179e-23)) ((2.84929e-05 -0.640997 -1.27285e-08) (9.63793e-06 0.0150575 -3.56905e-05)))
2299	(((-50.4726 -0.00208943 -9.06429e-19) (1.18564 -0.000758497 -1.53179e-23)) ((2.65358e-05 -0.641002 -1.27228e-08) (9.63291e-06 0.0150576 -3.57294e-05)))
2300	(((-50.473 -0.00184483 -9.06446e-19) (1.18564 -0.000758102 -1.53179e-23)) ((2.34293e-05 -0.641007 -1.27157e-08) (9.62789e-06 0.0150577 -3.57683e-05)))
2301	(((-50.4734 -0.00172206 -9.06457e-19) (1.18565 -0.000757705 -1.5318e-23)) ((2.18701e-05 -0.641013 -1.27094e-08) (9.62286e-06 0.0150577 -3.58072e-05)))
2302	(((-50.4738 -0.00161833 -9.06467e-19) (1.18565 -0.00075731 -1.5318e-23)) ((2.05528e-05 -0.641018 -1.27032e-08) (9.61784e-06 0.0150578 -3.5846e-05)))
2303	(((-50.4743 -0.00150304 -9.06476e-19) (1.18566 -0.000756915 -1.53181e-23)) ((1.90886e-05 -0.641023 -1.26971e-08) (9.61283e-06 0.0150579 -3.58849e-05)))
2304	(((-50.4747 -0.00136479 -9.06487e-19) (1.18566 -0.000756521 -1.53181e-23)) ((1.73328e-05 -0.641028 -1.26916e-08) (9.60782e-06 0.0150579 -3.59237e-05)))
2305	(((-50.4751 -0.00120958 -9.06498e-19) (1.18567 -0.000756126 -1.53181e-23)) ((1.53616e-05 -0.641034 -1.26856e-08) (9.6028e-06 0.015058 -3.59626e-05)))
2306	(((-50.4755 -0.000965418 -9.06515e-19) (1.18567 -0.00075574 -1.53182e-23)) ((1.22608e-05 -0.641038 -1.26787e-08) (9.5979e-06 0.0150581 -3.60014e-05)))
2307	(((-50.4759 -0.000842686 -9.06525e-19) (1.18568 -0.000755343 -1.53183e-23)) ((1.07021e-05 -0.641044 -1.26727e-08) (9.59285e-06 0.0150581 -3.60406e-05)))
2308	(((-50.4763 -0.000735994 -9.06535e-19) (1.18569 -0.000754952 -1.53183e-23)) ((9.34712e-06 -0.641049 -1.26662e-08) (9.58789e-06 0.0150582 -3.60794e-05)))
2309	(((-50.4767 -0.000623864 -9.06545e-19) (1.18569 -0.000754553 -1.53184e-23)) ((7.92308e-06 -0.641054 -1.26596e-08) (9.58283e-06 0.0150583 -3.61184e-05)))
2310	(((-50.4771 -0.000491723 -9.06554e-19) (1.1857 -0.000754162 -1.53184e-23)) ((6.24488e-06 -0.641059 -1.2654e-08) (9.57786e-06 0.0150583 -3.61571e-05)))
2311	(((-50.4775 -0.000327033 -9.06565e-19) (1.1857 -0.000753764 -1.53185e-23)) ((4.15332e-06 -0.641064 -1.26489e-08) (9.5728e-06 0.0150584 -3.6196e-05)))
2312	(((-50.4779 -7.04576e-05 -9.06581e-19) (1.18571 -0.000753371 -1.53185e-23)) ((8.94811e-07 -0.641069 -1.2643e-08) (9.56781e-06 0.0150585 -3.62347e-05)))
2313	(((-50.4783 6.19174e-05 -9.06591e-19) (1.18571 -0.000752979 -1.53186e-23)) ((-7.86351e-07 -0.641074 -1.26375e-08) (9.56283e-06 0.0150585 -3.62737e-05)))
2314	(((-50.4787 0.000172264 -9.06601e-19) (1.18572 -0.000752576 -1.53187e-23)) ((-2.18776e-06 -0.641079 -1.26308e-08) (9.55771e-06 0.0150586 -3.63126e-05)))
2315	(((-50.479 0.000275539 -9.0661e-19) (1.18572 -0.000752181 -1.53188e-23)) ((-3.49934e-06 -0.641084 -1.26231e-08) (9.55269e-06 0.0150587 -3.63512e-05)))
2316	(((-50.4794 0.000389426 -9.0662e-19) (1.18573 -0.000751789 -1.53188e-23)) ((-4.94571e-06 -0.641089 -1.2615e-08) (9.54772e-06 0.0150587 -3.639e-05)))
2317	(((-50.4798 0.000530677 -9.06631e-19) (1.18573 -0.000751397 -1.53189e-23)) ((-6.7396e-06 -0.641094 -1.26073e-08) (9.54274e-06 0.0150588 -3.64289e-05)))
2318	(((-50.4802 0.00076111 -9.06648e-19) (1.18574 -0.000750993 -1.53189e-23)) ((-9.66609e-06 -0.641098 -1.26001e-08) (9.53761e-06 0.0150589 -3.64678e-05)))
2319	(((-50.4806 0.000882614 -9.06657e-19) (1.18574 -0.000750596 -1.5319e-23)) ((-1.12092e-05 -0.641103 -1.25948e-08) (9.53257e-06 0.0150589 -3.65063e-05)))
2320	(((-50.481 0.00100029 -9.06666e-19) (1.18575 -0.000750203 -1.53191e-23)) ((-1.27037e-05 -0.641108 -1.25902e-08) (9.52758e-06 0.015059 -3.6545e-05)))
2321	(((-50.4813 0.00112272 -9.06676e-19) (1.18575 -0.000749809 -1.53191e-23)) ((-1.42586e-05 -0.641113 -1.2585e-08) (9.52258e-06 0.0150591 -3.65839e-05)))
2322	(((-50.4817 0.00125519 -9.06685e-19) (1.18576 -0.000749414 -1.53192e-23)) ((-1.59409e-05 -0.641118 -1.25786e-08) (9.51755e-06 0.0150591 -3.66227e-05)))
2323	(((-50.4821 0.0013998 -9.06695e-19) (1.18576 -0.000749017 -1.53193e-23)) ((-1.77775e-05 -0.641123 -1.2571e-08) (9.51252e-06 0.0150592 -3.66615e-05)))
2324	(((-50.4825 0.00155815 -9.06706e-19) (1.18577 -0.000748621 -1.53193e-23)) ((-1.97884e-05 -0.641128 -1.25622e-08) (9.50748e-06 0.0150593 -3.67002e-05)))
2325	(((-50.4828 0.00177648 -9.06723e-19) (1.18578 -0.000748223 -1.53194e-23)) ((-2.25613e-05 -0.641132 -1.25531e-08) (9.50243e-06 0.0150593 -3.6739e-05)))
2326	(((-50.4832 0.00189382 -9.06732e-19) (1.18578 -0.000747824 -1.53195e-23)) ((-2.40515e-05 -0.641137 -1.25455e-08) (9.49737e-06 0.0150594 -3.67777e-05)))
2327	(((-50.4836 0.00199932 -9.06741e-19) (1.18579 -0.000747426 -1.53195e-23)) ((-2.53914e-05 -0.641141 -1.2539e-08) (9.49231e-06 0.0150595 -3.68164e-05)))
2328	(((-50.4839 0.00210718 -9.0675e-19) (1.18579 -0.000747028 -1.53196e-23)) ((-2.67612e-05 -0.641146 -1.25331e-08) (9.48726e-06 0.0150595 -3.6855e-05)))
2329	(((-50.4843 0.00222868 -9.06759e-19) (1.1858 -0.000746631 -1.53197e-23)) ((-2.83042e-05 -0.641151 -1.25274e-08) (9.48221e-06 0.0150596 -3.68937e-05)))
2330	(((-50.4847 0.00237008 -9.06769e-19) (1.1858 -0.000746233 -1.53198e-23)) ((-3.01e-05 -0.641156 -1.2522e-08) (9.47716e-06 0.0150597 -3.69324e-05)))
2331	(((-50.4851 0.0025336 -9.06779e-19) (1.18581 -0.000745835 -1.53198e-23)) ((-3.21768e-05 -0.641161 -1.25151e-08) (9.4721e-06 0.0150597 -3.6971e-05)))
2332	(((-50.4854 0.00277563 -9.06796e-19) (1.18581 -0.000745435 -1.53199e-23)) ((-3.52505e-05 -0.641165 -1.25065e-08) (9.46703e-06 0.0150598 -3.70097e-05)))
2333	(((-50.4858 0.00289554 -9.06805e-19) (1.18582 -0.000745035 -1.532e-23)) ((-3.67733e-05 -0.64117 -1.24983e-08) (9.46194e-06 0.0150599 -3.70483e-05)))
2334	(((-50.4862 0.00299465 -9.06814e-19) (1.18582 -0.000744635 -1.53201e-23)) ((-3.80321e-05 -0.641174 -1.24901e-08) (9.45687e-06 0.0150599 -3.7087e-05)))
2335	(((-50.4866 0.00308911 -9.06823e-19) (1.18583 -0.000744237 -1.53201e-23)) ((-3.92318e-05 -0.641179 -1.24822e-08) (9.4518e-06 0.01506 -3.71256e-05)))
2336	(((-50.4869 0.00319559 -9.06832e-19) (1.18583 -0.000743839 -1.53202e-23)) ((-4.05839e-05 -0.641184 -1.24747e-08) (9.44675e-06 0.0150601 -3.71642e-05)))
2337	(((-50.4873 0.00332298 -9.06842e-19) (1.18584 -0.000743442 -1.53203e-23)) ((-4.22018e-05 -0.641189 -1.24678e-08) (9.44171e-06 0.0150601 -3.72028e-05)))
2338	(((-50.4877 0.00347912 -9.06852e-19) (1.18584 -0.000743044 -1.53204e-23)) ((-4.41848e-05 -0.641193 -1.24608e-08) (9.43666e-06 0.0150602 -3.72414e-05)))
2339	(((-50.488 0.00371795 -9.06868e-19) (1.18585 -0.000742646 -1.53205e-23)) ((-4.72179e-05 -0.641197 -1.24528e-08) (9.4316e-06 0.0150603 -3.728e-05)))
2340	(((-50.4883 0.00379774 -9.06868e-19) (1.18585 -0.000742246 -1.53206e-23)) ((-4.82313e-05 -0.641201 -1.24473e-08) (9.42652e-06 0.0150603 -3.73185e-05)))
2341	(((-50.4887 0.00397981 -9.06891e-19) (1.18586 -0.000741847 -1.53207e-23)) ((-5.05436e-05 -0.641207 -1.24349e-08) (9.42145e-06 0.0150604 -3.73562e-05)))
2342	(((-50.489 0.00415045 -9.069e-19) (1.18586 -0.00074145 -1.53209e-23)) ((-5.27107e-05 -0.64121 -1.24283e-08) (9.41642e-06 0.0150605 -3.73953e-05)))
2343	(((-50.4893 0.00427222 -9.06909e-19) (1.18587 -0.00074105 -1.5321e-23)) ((-5.42572e-05 -0.641214 -1.24215e-08) (9.41134e-06 0.0150605 -3.74334e-05)))
2344	(((-50.4899 0.00432766 -9.06919e-19) (1.18587 -0.000740632 -1.53211e-23)) ((-5.49613e-05 -0.641221 -1.24132e-08) (9.40602e-06 0.0150606 -3.74708e-05)))
2345	(((-50.4902 0.00447686 -9.06925e-19) (1.18588 -0.000740214 -1.53212e-23)) ((-5.68561e-05 -0.641226 -1.24085e-08) (9.40071e-06 0.0150607 -3.75084e-05)))
2346	(((-50.4905 0.0046342 -9.06932e-19) (1.18588 -0.000739804 -1.53212e-23)) ((-5.88543e-05 -0.64123 -1.24045e-08) (9.39551e-06 0.0150607 -3.75447e-05)))
2347	(((-50.4912 0.00481703 -9.06947e-19) (1.18589 -0.000739421 -1.53213e-23)) ((-6.11763e-05 -0.641239 -1.23945e-08) (9.39065e-06 0.0150608 -3.75825e-05)))
2348	(((-50.4915 0.00497638 -9.06956e-19) (1.18589 -0.000739042 -1.53214e-23)) ((-6.32001e-05 -0.641242 -1.23886e-08) (9.38583e-06 0.0150608 -3.76225e-05)))
2349	(((-50.4918 0.00507124 -9.06966e-19) (1.1859 -0.000738654 -1.53216e-23)) ((-6.44047e-05 -0.641245 -1.23789e-08) (9.38091e-06 0.0150609 -3.76611e-05)))
2350	(((-50.4922 0.00503615 -9.06984e-19) (1.1859 -0.000738266 -1.53217e-23)) ((-6.39591e-05 -0.641251 -1.23571e-08) (9.37598e-06 0.015061 -3.76995e-05)))
2351	(((-50.4925 0.00514005 -9.06992e-19) (1.18591 -0.000737879 -1.53218e-23)) ((-6.52787e-05 -0.641254 -1.23454e-08) (9.37107e-06 0.015061 -3.77389e-05)))
2352	(((-50.4927 0.00527579 -9.07e-19) (1.18591 -0.000737487 -1.53218e-23)) ((-6.70025e-05 -0.641257 -1.23359e-08) (9.36608e-06 0.0150611 -3.77769e-05)))
2353	(((-50.4933 0.00545182 -9.07013e-19) (1.18592 -0.000737097 -1.53219e-23)) ((-6.92381e-05 -0.641265 -1.23259e-08) (9.36114e-06 0.0150612 -3.7815e-05)))
2354	(((-50.4935 0.0056523 -9.0702e-19) (1.18592 -0.000736706 -1.53219e-23)) ((-7.17842e-05 -0.641268 -1.23265e-08) (9.35616e-06 0.0150612 -3.78546e-05)))
2355	(((-50.4938 0.00582676 -9.07029e-19) (1.18593 -0.000736308 -1.5322e-23)) ((-7.39998e-05 -0.641271 -1.23279e-08) (9.35111e-06 0.0150613 -3.78927e-05)))
2356	(((-50.4943 0.00597866 -9.07046e-19) (1.18593 -0.000735909 -1.53222e-23)) ((-7.59289e-05 -0.641278 -1.23294e-08) (9.34604e-06 0.0150614 -3.79309e-05)))
2357	(((-50.4946 0.0061389 -9.07054e-19) (1.18594 -0.000735508 -1.53222e-23)) ((-7.79641e-05 -0.641281 -1.23232e-08) (9.34096e-06 0.0150614 -3.79703e-05)))
2358	(((-50.4948 0.0062754 -9.07063e-19) (1.18594 -0.000735104 -1.53224e-23)) ((-7.96976e-05 -0.641284 -1.23129e-08) (9.33582e-06 0.0150615 -3.80083e-05)))
2359	(((-50.4953 0.00640287 -9.07077e-19) (1.18595 -0.000734705 -1.53225e-23)) ((-8.13165e-05 -0.641291 -1.22902e-08) (9.33076e-06 0.0150615 -3.80463e-05)))
2360	(((-50.4955 0.00653682 -9.07085e-19) (1.18595 -0.000734308 -1.53225e-23)) ((-8.30176e-05 -0.641293 -1.22818e-08) (9.32571e-06 0.0150616 -3.80857e-05)))
2361	(((-50.4958 0.00665165 -9.07093e-19) (1.18596 -0.000733908 -1.53226e-23)) ((-8.4476e-05 -0.641297 -1.22734e-08) (9.32063e-06 0.0150617 -3.81237e-05)))
2362	(((-50.4961 0.00673679 -9.07103e-19) (1.18596 -0.000733511 -1.53227e-23)) ((-8.55572e-05 -0.6413 -1.22646e-08) (9.31559e-06 0.0150617 -3.81618e-05)))
2363	(((-50.4967 0.00679828 -9.07121e-19) (1.18597 -0.000733119 -1.53229e-23)) ((-8.63381e-05 -0.641308 -1.22551e-08) (9.31061e-06 0.0150618 -3.81999e-05)))
2364	(((-50.4969 0.00696207 -9.0713e-19) (1.18597 -0.000732728 -1.5323e-23)) ((-8.84183e-05 -0.641311 -1.22486e-08) (9.30565e-06 0.0150619 -3.82393e-05)))
2365	(((-50.4972 0.00713078 -9.07138e-19) (1.18598 -0.000732331 -1.53231e-23)) ((-9.05609e-05 -0.641314 -1.22426e-08) (9.30061e-06 0.0150619 -3.82772e-05)))
2366	(((-50.4975 0.0072786 -9.07145e-19) (1.18598 -0.000731936 -1.53232e-23)) ((-9.24383e-05 -0.641318 -1.22351e-08) (9.29559e-06 0.015062 -3.83152e-05)))
2367	(((-50.4981 0.00741165 -9.07158e-19) (1.18599 -0.000731542 -1.53233e-23)) ((-9.41279e-05 -0.641326 -1.22212e-08) (9.29058e-06 0.015062 -3.83532e-05)))
2368	(((-50.4983 0.0075791 -9.07164e-19) (1.18599 -0.000731146 -1.53234e-23)) ((-9.62546e-05 -0.641329 -1.22157e-08) (9.28555e-06 0.0150621 -3.83925e-05)))
2369	(((-50.4986 0.00773346 -9.07172e-19) (1.186 -0.000730744 -1.53235e-23)) ((-9.82149e-05 -0.641332 -1.22097e-08) (9.28044e-06 0.0150622 -3.84304e-05)))
2370	(((-50.4988 0.00785295 -9.07183e-19) (1.186 -0.000730343 -1.53237e-23)) ((-9.97325e-05 -0.641335 -1.22017e-08) (9.27535e-06 0.0150622 -3.84685e-05)))
2371	(((-50.4993 0.00793454 -9.07202e-19) (1.18601 -0.000729945 -1.53238e-23)) ((-0.000100769 -0.641341 -1.21901e-08) (9.2703e-06 0.0150623 -3.85065e-05)))
2372	(((-50.4995 0.00808036 -9.0721e-19) (1.18601 -0.000729552 -1.53237e-23)) ((-0.000102621 -0.641344 -1.21829e-08) (9.26531e-06 0.0150623 -3.85458e-05)))
2373	(((-50.4998 0.00822032 -9.07217e-19) (1.18602 -0.000729154 -1.53238e-23)) ((-0.000104398 -0.641347 -1.2176e-08) (9.26026e-06 0.0150624 -3.85835e-05)))
2374	(((-50.5001 0.00833572 -9.07225e-19) (1.18602 -0.00072876 -1.53239e-23)) ((-0.000105864 -0.641351 -1.21673e-08) (9.25525e-06 0.0150625 -3.86215e-05)))
2375	(((-50.5006 0.00829541 -9.07237e-19) (1.18603 -0.000728368 -1.53241e-23)) ((-0.000105352 -0.641357 -1.21505e-08) (9.25027e-06 0.0150625 -3.86594e-05)))
2376	(((-50.5008 0.00852147 -9.07245e-19) (1.18603 -0.000727978 -1.53241e-23)) ((-0.000108223 -0.64136 -1.21437e-08) (9.24531e-06 0.0150626 -3.86985e-05)))
2377	(((-50.5011 0.00875973 -9.07254e-19) (1.18604 -0.000727577 -1.53242e-23)) ((-0.000111249 -0.641364 -1.21369e-08) (9.24023e-06 0.0150627 -3.87363e-05)))
2378	(((-50.5014 0.00895647 -9.07265e-19) (1.18604 -0.000727177 -1.53243e-23)) ((-0.000113747 -0.641367 -1.21289e-08) (9.23515e-06 0.0150627 -3.87742e-05)))
2379	(((-50.5019 0.00910662 -9.07282e-19) (1.18605 -0.00072678 -1.53245e-23)) ((-0.000115654 -0.641374 -1.21176e-08) (9.2301e-06 0.0150628 -3.88121e-05)))
2380	(((-50.5021 0.00924098 -9.07289e-19) (1.18605 -0.000726384 -1.53245e-23)) ((-0.000117361 -0.641377 -1.21119e-08) (9.22508e-06 0.0150628 -3.88512e-05)))
2381	(((-50.5023 0.00933388 -9.07296e-19) (1.18605 -0.000725984 -1.53247e-23)) ((-0.00011854 -0.641379 -1.21061e-08) (9.22e-06 0.0150629 -3.8889e-05)))
2382	(((-50.5026 0.00938609 -9.07304e-19) (1.18606 -0.000725588 -1.53248e-23)) ((-0.000119203 -0.641383 -1.20977e-08) (9.21497e-06 0.015063 -3.89268e-05)))
2383	(((-50.5031 0.00938065 -9.07318e-19) (1.18606 -0.000725196 -1.5325e-23)) ((-0.000119134 -0.641389 -1.20815e-08) (9.21e-06 0.015063 -3.89646e-05)))
2384	(((-50.5033 0.00953573 -9.07326e-19) (1.18607 -0.000724807 -1.5325e-23)) ((-0.000121104 -0.641392 -1.20741e-08) (9.20505e-06 0.0150631 -3.90036e-05)))
2385	(((-50.5036 0.00972061 -9.07334e-19) (1.18607 -0.000724411 -1.53251e-23)) ((-0.000123452 -0.641395 -1.20666e-08) (9.20001e-06 0.0150631 -3.90412e-05)))
2386	(((-50.5038 0.0098963 -9.07344e-19) (1.18608 -0.000724015 -1.53252e-23)) ((-0.000125683 -0.641399 -1.20577e-08) (9.19499e-06 0.0150632 -3.9079e-05)))
2387	(((-50.5043 0.0100633 -9.0736e-19) (1.18608 -0.00072362 -1.53253e-23)) ((-0.000127804 -0.641405 -1.20437e-08) (9.18997e-06 0.0150633 -3.91167e-05)))
2388	(((-50.5045 0.0102203 -9.07368e-19) (1.18609 -0.000723227 -1.53254e-23)) ((-0.000129798 -0.641408 -1.20371e-08) (9.18498e-06 0.0150633 -3.91557e-05)))
2389	(((-50.5048 0.0103394 -9.07375e-19) (1.18609 -0.000722828 -1.53255e-23)) ((-0.00013131 -0.641411 -1.20304e-08) (9.17991e-06 0.0150634 -3.91933e-05)))
2390	(((-50.505 0.010415 -9.07383e-19) (1.1861 -0.000722432 -1.53257e-23)) ((-0.00013227 -0.641414 -1.2022e-08) (9.17489e-06 0.0150634 -3.9231e-05)))
2391	(((-50.5055 0.0104364 -9.07398e-19) (1.1861 -0.00072204 -1.53258e-23)) ((-0.000132542 -0.64142 -1.20071e-08) (9.16991e-06 0.0150635 -3.92687e-05)))
2392	(((-50.5057 0.0105846 -9.07405e-19) (1.18611 -0.000721652 -1.53258e-23)) ((-0.000134425 -0.641423 -1.20003e-08) (9.16498e-06 0.0150636 -3.93076e-05)))
2393	(((-50.5059 0.0107545 -9.07413e-19) (1.18611 -0.000721255 -1.53259e-23)) ((-0.000136582 -0.641425 -1.19934e-08) (9.15994e-06 0.0150636 -3.93451e-05)))
2394	(((-50.5062 0.0109134 -9.07423e-19) (1.18612 -0.00072086 -1.53261e-23)) ((-0.0001386 -0.641429 -1.19849e-08) (9.15492e-06 0.0150637 -3.93827e-05)))
2395	(((-50.5067 0.0110577 -9.07438e-19) (1.18612 -0.000720466 -1.53262e-23)) ((-0.000140433 -0.641435 -1.19704e-08) (9.14991e-06 0.0150637 -3.94203e-05)))
2396	(((-50.5069 0.0112137 -9.07446e-19) (1.18613 -0.000720073 -1.53263e-23)) ((-0.000142415 -0.641438 -1.19635e-08) (9.14493e-06 0.0150638 -3.94592e-05)))
2397	(((-50.5071 0.0113407 -9.07453e-19) (1.18613 -0.000719675 -1.53264e-23)) ((-0.000144027 -0.64144 -1.19564e-08) (9.13987e-06 0.0150638 -3.94967e-05)))
2398	(((-50.5074 0.0114279 -9.07461e-19) (1.18613 -0.000719279 -1.53266e-23)) ((-0.000145135 -0.641444 -1.19474e-08) (9.13485e-06 0.0150639 -3.95343e-05)))
2399	(((-50.5076 0.0114851 -9.07471e-19) (1.18614 -0.000718888 -1.53267e-23)) ((-0.000145861 -0.641447 -1.19366e-08) (9.12988e-06 0.015064 -3.95718e-05)))
2400	(((-50.5082 0.0115569 -9.07488e-19) (1.18614 -0.0007185 -1.53269e-23)) ((-0.000146773 -0.641454 -1.1921e-08) (9.12495e-06 0.015064 -3.96092e-05)))
2401	(((-50.5084 0.011726 -9.07496e-19) (1.18615 -0.000718115 -1.53269e-23)) ((-0.00014892 -0.641456 -1.19141e-08) (9.12006e-06 0.0150641 -3.96481e-05)))
2402	(((-50.5086 0.0119124 -9.07503e-19) (1.18615 -0.000717718 -1.5327e-23)) ((-0.000151287 -0.641459 -1.19076e-08) (9.11502e-06 0.0150641 -3.96855e-05)))
2403	(((-50.5088 0.012081 -9.0751e-19) (1.18616 -0.000717322 -1.53271e-23)) ((-0.000153429 -0.641462 -1.18995e-08) (9.10998e-06 0.0150642 -3.97232e-05)))
2404	(((-50.5091 0.0121935 -9.07519e-19) (1.18616 -0.000716926 -1.53272e-23)) ((-0.000154857 -0.641465 -1.18894e-08) (9.10496e-06 0.0150643 -3.97608e-05)))
2405	(((-50.5096 0.0121371 -9.07533e-19) (1.18617 -0.000716536 -1.53275e-23)) ((-0.000154142 -0.641472 -1.18727e-08) (9.10001e-06 0.0150643 -3.97982e-05)))
2406	(((-50.5098 0.0123295 -9.07542e-19) (1.18617 -0.000716151 -1.53276e-23)) ((-0.000156585 -0.641474 -1.18656e-08) (9.09511e-06 0.0150644 -3.98369e-05)))
2407	(((-50.51 0.0125367 -9.0755e-19) (1.18618 -0.000715754 -1.53277e-23)) ((-0.000159217 -0.641477 -1.18587e-08) (9.09007e-06 0.0150644 -3.98743e-05)))
2408	(((-50.5102 0.0127194 -9.07559e-19) (1.18618 -0.000715357 -1.53278e-23)) ((-0.000161536 -0.64148 -1.18504e-08) (9.08503e-06 0.0150645 -3.99118e-05)))
2409	(((-50.5105 0.012842 -9.07568e-19) (1.18618 -0.000714962 -1.53279e-23)) ((-0.000163093 -0.641483 -1.18406e-08) (9.08001e-06 0.0150645 -3.99492e-05)))
2410	(((-50.5109 0.0128708 -9.07584e-19) (1.18619 -0.000714572 -1.5328e-23)) ((-0.000163459 -0.641489 -1.18266e-08) (9.07507e-06 0.0150646 -3.99864e-05)))
2411	(((-50.5111 0.0130178 -9.07591e-19) (1.18619 -0.000714187 -1.53281e-23)) ((-0.000165326 -0.641491 -1.18192e-08) (9.07018e-06 0.0150647 -4.00251e-05)))
2412	(((-50.5113 0.0131625 -9.07598e-19) (1.1862 -0.000713792 -1.53282e-23)) ((-0.000167164 -0.641494 -1.18115e-08) (9.06516e-06 0.0150647 -4.00623e-05)))
2413	(((-50.5116 0.0132816 -9.07606e-19) (1.1862 -0.000713396 -1.53283e-23)) ((-0.000168677 -0.641497 -1.18017e-08) (9.06013e-06 0.0150648 -4.00999e-05)))
2414	(((-50.5118 0.01336 -9.07615e-19) (1.18621 -0.000713002 -1.53285e-23)) ((-0.000169672 -0.6415 -1.17903e-08) (9.05513e-06 0.0150648 -4.01374e-05)))
2415	(((-50.5123 0.0134597 -9.0763e-19) (1.18621 -0.000712612 -1.53286e-23)) ((-0.000170938 -0.641506 -1.17735e-08) (9.05017e-06 0.0150649 -4.01746e-05)))
2416	(((-50.5125 0.0135824 -9.07637e-19) (1.18622 -0.000712227 -1.53287e-23)) ((-0.000172497 -0.641509 -1.17667e-08) (9.04529e-06 0.0150649 -4.02132e-05)))
2417	(((-50.5127 0.0137181 -9.07645e-19) (1.18622 -0.000711834 -1.53288e-23)) ((-0.00017422 -0.641511 -1.17603e-08) (9.04029e-06 0.015065 -4.02503e-05)))
2418	(((-50.5129 0.0138466 -9.07653e-19) (1.18622 -0.000711442 -1.53289e-23)) ((-0.000175852 -0.641514 -1.1752e-08) (9.03531e-06 0.015065 -4.02876e-05)))
2419	(((-50.5131 0.0139455 -9.07662e-19) (1.18623 -0.000711051 -1.53291e-23)) ((-0.000177107 -0.641517 -1.17414e-08) (9.03035e-06 0.0150651 -4.03248e-05)))
2420	(((-50.5136 0.0140186 -9.07678e-19) (1.18623 -0.000710664 -1.53292e-23)) ((-0.000178036 -0.641523 -1.17248e-08) (9.02543e-06 0.0150652 -4.03619e-05)))
2421	(((-50.5138 0.0141769 -9.07686e-19) (1.18624 -0.000710279 -1.53293e-23)) ((-0.000180047 -0.641525 -1.17176e-08) (9.02055e-06 0.0150652 -4.04004e-05)))
2422	(((-50.514 0.0143404 -9.07693e-19) (1.18624 -0.000709884 -1.53294e-23)) ((-0.000182123 -0.641528 -1.17106e-08) (9.01553e-06 0.0150653 -4.04375e-05)))
2423	(((-50.5142 0.0144872 -9.07701e-19) (1.18625 -0.00070949 -1.53296e-23)) ((-0.000183987 -0.64153 -1.17018e-08) (9.01052e-06 0.0150653 -4.04749e-05)))
2424	(((-50.5145 0.0145941 -9.07709e-19) (1.18625 -0.000709098 -1.53297e-23)) ((-0.000185345 -0.641534 -1.1691e-08) (9.00554e-06 0.0150654 -4.05121e-05)))
2425	(((-50.5149 0.0147045 -9.07724e-19) (1.18625 -0.000708709 -1.53299e-23)) ((-0.000186747 -0.641539 -1.16752e-08) (9.00061e-06 0.0150654 -4.05491e-05)))
2426	(((-50.5151 0.0148244 -9.07731e-19) (1.18626 -0.000708325 -1.53299e-23)) ((-0.00018827 -0.641542 -1.16673e-08) (8.99573e-06 0.0150655 -4.05874e-05)))
