# Time	forces(pressure, viscous) moment(pressure, viscous)
2147	(((-50.3922 -0.0269044 -9.04479e-19) (1.18473 -0.000816647 -1.53272e-23)) ((0.000341686 -0.639982 -1.30341e-08) (1.03714e-05 0.0150461 -2.97456e-05)))
2148	(((-50.3911 -0.0265922 -9.04502e-19) (1.18474 -0.000816274 -1.5327e-23)) ((0.000337721 -0.639967 -1.30431e-08) (1.03667e-05 0.0150461 -2.97863e-05)))
2149	(((-50.3924 -0.0265292 -9.04517e-19) (1.18474 -0.000815898 -1.5327e-23)) ((0.000336921 -0.639984 -1.30479e-08) (1.03619e-05 0.0150462 -2.98275e-05)))
2150	(((-50.3939 -0.0265657 -9.04537e-19) (1.18475 -0.000815528 -1.53271e-23)) ((0.000337385 -0.640003 -1.30444e-08) (1.03572e-05 0.0150463 -2.98676e-05)))
2151	(((-50.3955 -0.026512 -9.0455e-19) (1.18475 -0.000815165 -1.5327e-23)) ((0.000336703 -0.640023 -1.30398e-08) (1.03526e-05 0.0150464 -2.99071e-05)))
2152	(((-50.3984 -0.0263971 -9.04553e-19) (1.18476 -0.000814806 -1.53266e-23)) ((0.000335243 -0.64006 -1.30305e-08) (1.0348e-05 0.0150465 -2.99459e-05)))
2153	(((-50.3985 -0.0260862 -9.04562e-19) (1.18477 -0.000814446 -1.5326e-23)) ((0.000331295 -0.64006 -1.30314e-08) (1.03435e-05 0.0150465 -2.99845e-05)))
2154	(((-50.3978 -0.0255595 -9.04569e-19) (1.18477 -0.00081408 -1.53257e-23)) ((0.000324605 -0.640052 -1.30409e-08) (1.03388e-05 0.0150466 -3.00242e-05)))
2155	(((-50.3971 -0.0253529 -9.04584e-19) (1.18478 -0.000813708 -1.53255e-23)) ((0.000321982 -0.640043 -1.30484e-08) (1.03341e-05 0.0150467 -3.00645e-05)))
2156	(((-50.3957 -0.0253511 -9.04616e-19) (1.18479 -0.000813339 -1.53255e-23)) ((0.000321959 -0.640026 -1.30579e-08) (1.03294e-05 0.0150468 -3.01053e-05)))
2157	(((-50.3971 -0.025509 -9.04644e-19) (1.18479 -0.000812972 -1.53256e-23)) ((0.000323964 -0.640043 -1.30601e-08) (1.03247e-05 0.0150469 -3.01465e-05)))
2158	(((-50.3991 -0.0255239 -9.04656e-19) (1.1848 -0.000812611 -1.53257e-23)) ((0.000324153 -0.640069 -1.30567e-08) (1.03202e-05 0.0150469 -3.01864e-05)))
2159	(((-50.4029 -0.0252554 -9.04656e-19) (1.1848 -0.000812249 -1.53255e-23)) ((0.000320743 -0.640117 -1.30479e-08) (1.03156e-05 0.015047 -3.02253e-05)))
2160	(((-50.4031 -0.0247186 -9.04665e-19) (1.18481 -0.000811881 -1.5325e-23)) ((0.000313926 -0.64012 -1.30466e-08) (1.03109e-05 0.0150471 -3.02637e-05)))
2161	(((-50.4026 -0.024291 -9.04673e-19) (1.18482 -0.000811505 -1.53247e-23)) ((0.000308496 -0.640112 -1.30532e-08) (1.03061e-05 0.0150472 -3.0303e-05)))
2162	(((-50.4018 -0.0239526 -9.04682e-19) (1.18482 -0.000811128 -1.53244e-23)) ((0.000304198 -0.640102 -1.30625e-08) (1.03013e-05 0.0150473 -3.03429e-05)))
2163	(((-50.4001 -0.0238739 -9.04708e-19) (1.18483 -0.000810752 -1.53242e-23)) ((0.000303198 -0.640081 -1.30723e-08) (1.02965e-05 0.0150473 -3.03836e-05)))
2164	(((-50.4014 -0.023968 -9.04734e-19) (1.18484 -0.000810379 -1.53241e-23)) ((0.000304393 -0.640098 -1.30712e-08) (1.02918e-05 0.0150474 -3.0425e-05)))
2165	(((-50.4033 -0.0239718 -9.0475e-19) (1.18484 -0.000810013 -1.53241e-23)) ((0.000304441 -0.640122 -1.30656e-08) (1.02872e-05 0.0150475 -3.0465e-05)))
2166	(((-50.4053 -0.024068 -9.0476e-19) (1.18485 -0.000809651 -1.53241e-23)) ((0.000305664 -0.640147 -1.30604e-08) (1.02826e-05 0.0150476 -3.05044e-05)))
2167	(((-50.4082 -0.023898 -9.04766e-19) (1.18485 -0.000809291 -1.53239e-23)) ((0.000303504 -0.640184 -1.30508e-08) (1.0278e-05 0.0150477 -3.05429e-05)))
2168	(((-50.408 -0.0234729 -9.04776e-19) (1.18486 -0.000808927 -1.53236e-23)) ((0.000298106 -0.640181 -1.30533e-08) (1.02734e-05 0.0150477 -3.05812e-05)))
2169	(((-50.407 -0.0229279 -9.04785e-19) (1.18487 -0.000808557 -1.53233e-23)) ((0.000291184 -0.640169 -1.30627e-08) (1.02687e-05 0.0150478 -3.06204e-05)))
2170	(((-50.4061 -0.0225809 -9.04797e-19) (1.18487 -0.000808178 -1.53231e-23)) ((0.000286777 -0.640158 -1.30735e-08) (1.02639e-05 0.0150479 -3.06607e-05)))
2171	(((-50.4048 -0.0224713 -9.04825e-19) (1.18488 -0.000807797 -1.5323e-23)) ((0.000285386 -0.640141 -1.30845e-08) (1.0259e-05 0.015048 -3.07017e-05)))
2172	(((-50.4064 -0.0225516 -9.04847e-19) (1.18489 -0.000807419 -1.5323e-23)) ((0.000286405 -0.640161 -1.30817e-08) (1.02542e-05 0.0150481 -3.07429e-05)))
2173	(((-50.4085 -0.0225113 -9.04861e-19) (1.18489 -0.000807045 -1.53231e-23)) ((0.000285893 -0.640188 -1.30749e-08) (1.02495e-05 0.0150481 -3.07829e-05)))
2174	(((-50.4123 -0.0225314 -9.04872e-19) (1.1849 -0.000806677 -1.53231e-23)) ((0.000286149 -0.640236 -1.30618e-08) (1.02448e-05 0.0150482 -3.08216e-05)))
2175	(((-50.4124 -0.0225401 -9.0488e-19) (1.1849 -0.000806315 -1.53228e-23)) ((0.000286259 -0.640237 -1.30606e-08) (1.02402e-05 0.0150483 -3.08595e-05)))
2176	(((-50.4117 -0.0220805 -9.04885e-19) (1.18491 -0.000805949 -1.53226e-23)) ((0.000280422 -0.640228 -1.30654e-08) (1.02356e-05 0.0150484 -3.08985e-05)))
2177	(((-50.4108 -0.0216364 -9.04888e-19) (1.18492 -0.000805578 -1.53222e-23)) ((0.000274782 -0.640218 -1.30733e-08) (1.02308e-05 0.0150484 -3.0938e-05)))
2178	(((-50.4092 -0.0212538 -9.0491e-19) (1.18492 -0.0008052 -1.53219e-23)) ((0.000269923 -0.640197 -1.3083e-08) (1.0226e-05 0.0150485 -3.09787e-05)))
2179	(((-50.4105 -0.0211562 -9.04941e-19) (1.18493 -0.00080482 -1.53218e-23)) ((0.000268684 -0.640213 -1.30825e-08) (1.02212e-05 0.0150486 -3.10199e-05)))
2180	(((-50.4124 -0.0212788 -9.0496e-19) (1.18494 -0.000804443 -1.53218e-23)) ((0.000270241 -0.640237 -1.3078e-08) (1.02164e-05 0.0150487 -3.10602e-05)))
2181	(((-50.4143 -0.0213021 -9.04971e-19) (1.18494 -0.000804074 -1.53219e-23)) ((0.000270537 -0.640261 -1.30718e-08) (1.02117e-05 0.0150488 -3.10993e-05)))
2182	(((-50.417 -0.0210375 -9.04979e-19) (1.18495 -0.000803707 -1.53218e-23)) ((0.000267177 -0.640296 -1.30602e-08) (1.02071e-05 0.0150488 -3.11374e-05)))
2183	(((-50.4168 -0.0206993 -9.04986e-19) (1.18495 -0.000803334 -1.53215e-23)) ((0.000262881 -0.640294 -1.30617e-08) (1.02023e-05 0.0150489 -3.11756e-05)))
2184	(((-50.4158 -0.0203989 -9.04986e-19) (1.18496 -0.000802958 -1.53213e-23)) ((0.000259066 -0.640281 -1.30728e-08) (1.01976e-05 0.015049 -3.12147e-05)))
2185	(((-50.4135 -0.0201166 -9.05001e-19) (1.18497 -0.000802579 -1.5321e-23)) ((0.00025548 -0.640251 -1.30877e-08) (1.01928e-05 0.0150491 -3.12549e-05)))
2186	(((-50.4144 -0.0200338 -9.05028e-19) (1.18497 -0.000802196 -1.53209e-23)) ((0.000254429 -0.640263 -1.30904e-08) (1.01879e-05 0.0150492 -3.12963e-05)))
2187	(((-50.4161 -0.0198442 -9.0505e-19) (1.18498 -0.000801814 -1.53208e-23)) ((0.000252022 -0.640284 -1.30855e-08) (1.0183e-05 0.0150492 -3.13368e-05)))
2188	(((-50.4179 -0.0197528 -9.05066e-19) (1.18499 -0.000801432 -1.53209e-23)) ((0.00025086 -0.640307 -1.30753e-08) (1.01782e-05 0.0150493 -3.13766e-05)))
2189	(((-50.4208 -0.0198534 -9.05078e-19) (1.18499 -0.000801061 -1.53209e-23)) ((0.000252138 -0.640345 -1.30593e-08) (1.01735e-05 0.0150494 -3.14149e-05)))
2190	(((-50.4208 -0.0199889 -9.05084e-19) (1.185 -0.000800698 -1.53207e-23)) ((0.000253859 -0.640344 -1.30536e-08) (1.01689e-05 0.0150495 -3.14528e-05)))
2191	(((-50.42 -0.0195806 -9.05088e-19) (1.185 -0.000800337 -1.53206e-23)) ((0.000248673 -0.640334 -1.30607e-08) (1.01643e-05 0.0150495 -3.14915e-05)))
2192	(((-50.4192 -0.0191714 -9.05092e-19) (1.18501 -0.000799965 -1.53203e-23)) ((0.000243476 -0.640323 -1.3072e-08) (1.01596e-05 0.0150496 -3.15311e-05)))
2193	(((-50.4192 -0.019014 -9.05109e-19) (1.18502 -0.000799586 -1.53201e-23)) ((0.000241478 -0.640324 -1.30802e-08) (1.01547e-05 0.0150497 -3.15716e-05)))
2194	(((-50.4189 -0.0186004 -9.05146e-19) (1.18502 -0.000799204 -1.532e-23)) ((0.000236225 -0.64032 -1.30843e-08) (1.01499e-05 0.0150498 -3.16123e-05)))
2195	(((-50.4204 -0.0182237 -9.05172e-19) (1.18503 -0.000798813 -1.53203e-23)) ((0.00023144 -0.640339 -1.30797e-08) (1.01449e-05 0.0150499 -3.1653e-05)))
2196	(((-50.4221 -0.0181225 -9.05178e-19) (1.18503 -0.000798419 -1.53206e-23)) ((0.000230156 -0.640361 -1.3074e-08) (1.01399e-05 0.0150499 -3.16925e-05)))
2197	(((-50.4235 -0.0181166 -9.05176e-19) (1.18504 -0.000798033 -1.53206e-23)) ((0.00023008 -0.640379 -1.30709e-08) (1.0135e-05 0.01505 -3.1731e-05)))
2198	(((-50.4241 -0.0181426 -9.05172e-19) (1.18505 -0.000797655 -1.53203e-23)) ((0.000230411 -0.640387 -1.30673e-08) (1.01302e-05 0.0150501 -3.17691e-05)))
2199	(((-50.4256 -0.0182562 -9.05177e-19) (1.18505 -0.000797285 -1.53197e-23)) ((0.000231853 -0.640406 -1.30576e-08) (1.01255e-05 0.0150502 -3.18076e-05)))
2200	(((-50.4255 -0.0181919 -9.05199e-19) (1.18506 -0.000796921 -1.5319e-23)) ((0.000231037 -0.640404 -1.30569e-08) (1.01209e-05 0.0150502 -3.18467e-05)))
2201	(((-50.425 -0.0179008 -9.05223e-19) (1.18507 -0.000796556 -1.53187e-23)) ((0.000227341 -0.640398 -1.30614e-08) (1.01163e-05 0.0150503 -3.18871e-05)))
2202	(((-50.4249 -0.0175439 -9.05241e-19) (1.18507 -0.000796181 -1.53188e-23)) ((0.000222807 -0.640396 -1.30677e-08) (1.01115e-05 0.0150504 -3.19277e-05)))
2203	(((-50.4253 -0.0171546 -9.0526e-19) (1.18508 -0.000795801 -1.53191e-23)) ((0.000217863 -0.640402 -1.30674e-08) (1.01067e-05 0.0150505 -3.1968e-05)))
2204	(((-50.4251 -0.0170046 -9.05286e-19) (1.18508 -0.000795418 -1.53196e-23)) ((0.000215958 -0.640398 -1.30676e-08) (1.01018e-05 0.0150506 -3.20076e-05)))
2205	(((-50.4262 -0.0168853 -9.05296e-19) (1.18509 -0.000795035 -1.53199e-23)) ((0.000214443 -0.640413 -1.30612e-08) (1.00969e-05 0.0150506 -3.20472e-05)))
2206	(((-50.4276 -0.016661 -9.05294e-19) (1.1851 -0.000794652 -1.53198e-23)) ((0.000211595 -0.64043 -1.30562e-08) (1.00921e-05 0.0150507 -3.20859e-05)))
2207	(((-50.4288 -0.0164771 -9.05293e-19) (1.1851 -0.000794267 -1.53194e-23)) ((0.00020926 -0.640446 -1.30543e-08) (1.00872e-05 0.0150508 -3.21246e-05)))
2208	(((-50.4295 -0.0163234 -9.05299e-19) (1.18511 -0.000793881 -1.53187e-23)) ((0.000207308 -0.640454 -1.30575e-08) (1.00823e-05 0.0150509 -3.21636e-05)))
2209	(((-50.4311 -0.0164176 -9.05317e-19) (1.18511 -0.0007935 -1.53182e-23)) ((0.000208504 -0.640475 -1.30521e-08) (1.00774e-05 0.0150509 -3.22031e-05)))
2210	(((-50.4311 -0.0163614 -9.05343e-19) (1.18512 -0.000793124 -1.5318e-23)) ((0.00020779 -0.640475 -1.30532e-08) (1.00727e-05 0.015051 -3.22425e-05)))
2211	(((-50.4306 -0.0162286 -9.05362e-19) (1.18513 -0.00079275 -1.53181e-23)) ((0.000206103 -0.640469 -1.30566e-08) (1.00679e-05 0.0150511 -3.22826e-05)))
2212	(((-50.4304 -0.0158457 -9.05373e-19) (1.18513 -0.000792372 -1.53184e-23)) ((0.00020124 -0.640465 -1.30599e-08) (1.00631e-05 0.0150512 -3.23225e-05)))
2213	(((-50.4308 -0.0154317 -9.05385e-19) (1.18514 -0.000791989 -1.53187e-23)) ((0.000195983 -0.640471 -1.30554e-08) (1.00583e-05 0.0150513 -3.2362e-05)))
2214	(((-50.4318 -0.0152989 -9.054e-19) (1.18514 -0.000791605 -1.53189e-23)) ((0.000194296 -0.640484 -1.30471e-08) (1.00534e-05 0.0150513 -3.2401e-05)))
2215	(((-50.4316 -0.0152921 -9.05421e-19) (1.18515 -0.000791225 -1.53189e-23)) ((0.00019421 -0.640481 -1.30428e-08) (1.00486e-05 0.0150514 -3.24398e-05)))
2216	(((-50.4326 -0.0150722 -9.05431e-19) (1.18516 -0.000790844 -1.53188e-23)) ((0.000191417 -0.640494 -1.30385e-08) (1.00437e-05 0.0150515 -3.24796e-05)))
2217	(((-50.4336 -0.0148108 -9.05433e-19) (1.18516 -0.000790457 -1.53186e-23)) ((0.000188098 -0.640506 -1.30393e-08) (1.00388e-05 0.0150516 -3.2519e-05)))
2218	(((-50.4345 -0.0145957 -9.05437e-19) (1.18517 -0.000790067 -1.53183e-23)) ((0.000185366 -0.640519 -1.3044e-08) (1.00338e-05 0.0150516 -3.25586e-05)))
2219	(((-50.4351 -0.0144722 -9.05445e-19) (1.18517 -0.000789677 -1.53179e-23)) ((0.000183797 -0.640526 -1.30478e-08) (1.00289e-05 0.0150517 -3.25982e-05)))
2220	(((-50.4354 -0.0144207 -9.0546e-19) (1.18518 -0.000789293 -1.53176e-23)) ((0.000183143 -0.64053 -1.30484e-08) (1.0024e-05 0.0150518 -3.26378e-05)))
2221	(((-50.4371 -0.014542 -9.05482e-19) (1.18519 -0.000788918 -1.53176e-23)) ((0.000184683 -0.640551 -1.30319e-08) (1.00193e-05 0.0150519 -3.26771e-05)))
2222	(((-50.4373 -0.0144847 -9.05509e-19) (1.18519 -0.000788548 -1.53175e-23)) ((0.000183956 -0.640554 -1.30234e-08) (1.00146e-05 0.0150519 -3.27158e-05)))
2223	(((-50.4372 -0.0141695 -9.05522e-19) (1.1852 -0.000788174 -1.53175e-23)) ((0.000179952 -0.640552 -1.30219e-08) (1.00098e-05 0.015052 -3.27552e-05)))
2224	(((-50.437 -0.0137815 -9.05526e-19) (1.1852 -0.000787789 -1.53176e-23)) ((0.000175025 -0.64055 -1.30242e-08) (1.00049e-05 0.0150521 -3.27946e-05)))
2225	(((-50.4374 -0.0133985 -9.05528e-19) (1.18521 -0.000787397 -1.53177e-23)) ((0.000170162 -0.640555 -1.30277e-08) (9.99994e-06 0.0150522 -3.28341e-05)))
2226	(((-50.4383 -0.0132645 -9.05537e-19) (1.18522 -0.000787003 -1.53178e-23)) ((0.000168459 -0.640566 -1.30288e-08) (9.99494e-06 0.0150523 -3.28734e-05)))
2227	(((-50.4379 -0.0131933 -9.0557e-19) (1.18522 -0.000786614 -1.53179e-23)) ((0.000167554 -0.640561 -1.30303e-08) (9.99e-06 0.0150523 -3.29128e-05)))
2228	(((-50.4387 -0.0132254 -9.05593e-19) (1.18523 -0.000786231 -1.5318e-23)) ((0.000167963 -0.640572 -1.30242e-08) (9.98513e-06 0.0150524 -3.29527e-05)))
2229	(((-50.4396 -0.0130723 -9.05603e-19) (1.18523 -0.00078585 -1.53179e-23)) ((0.000166018 -0.640583 -1.30197e-08) (9.9803e-06 0.0150525 -3.2992e-05)))
2230	(((-50.4407 -0.012749 -9.05603e-19) (1.18524 -0.000785466 -1.53177e-23)) ((0.000161912 -0.640596 -1.30167e-08) (9.97541e-06 0.0150526 -3.30312e-05)))
2231	(((-50.4414 -0.0125583 -9.05601e-19) (1.18525 -0.000785077 -1.53174e-23)) ((0.00015949 -0.640606 -1.30155e-08) (9.97047e-06 0.0150526 -3.30704e-05)))
2232	(((-50.4417 -0.012348 -9.05609e-19) (1.18525 -0.000784689 -1.53172e-23)) ((0.00015682 -0.64061 -1.3013e-08) (9.96555e-06 0.0150527 -3.31097e-05)))
2233	(((-50.4419 -0.012351 -9.0563e-19) (1.18526 -0.000784305 -1.53171e-23)) ((0.000156858 -0.640612 -1.3007e-08) (9.96067e-06 0.0150528 -3.31491e-05)))
2234	(((-50.4423 -0.0123287 -9.05653e-19) (1.18526 -0.000783927 -1.5317e-23)) ((0.000156574 -0.640617 -1.29996e-08) (9.95587e-06 0.0150529 -3.31885e-05)))
2235	(((-50.4429 -0.0122051 -9.05672e-19) (1.18527 -0.000783551 -1.53169e-23)) ((0.000155005 -0.640625 -1.29926e-08) (9.95109e-06 0.0150529 -3.32277e-05)))
2236	(((-50.4438 -0.0119055 -9.05682e-19) (1.18528 -0.000783171 -1.53168e-23)) ((0.0001512 -0.640636 -1.29881e-08) (9.94627e-06 0.015053 -3.32669e-05)))
2237	(((-50.4445 -0.0117325 -9.0569e-19) (1.18528 -0.000782786 -1.53167e-23)) ((0.000149002 -0.640645 -1.29867e-08) (9.94138e-06 0.0150531 -3.33059e-05)))
2238	(((-50.445 -0.0114862 -9.05698e-19) (1.18529 -0.000782396 -1.53168e-23)) ((0.000145874 -0.640651 -1.29872e-08) (9.93643e-06 0.0150532 -3.3345e-05)))
2239	(((-50.4453 -0.0113314 -9.05708e-19) (1.18529 -0.000782003 -1.5317e-23)) ((0.000143909 -0.640655 -1.2989e-08) (9.93144e-06 0.0150532 -3.33841e-05)))
2240	(((-50.4456 -0.0111684 -9.0572e-19) (1.1853 -0.00078161 -1.53171e-23)) ((0.000141838 -0.640659 -1.29903e-08) (9.92645e-06 0.0150533 -3.34232e-05)))
2241	(((-50.4459 -0.0109363 -9.05742e-19) (1.18531 -0.000781218 -1.53172e-23)) ((0.00013889 -0.640663 -1.29898e-08) (9.92147e-06 0.0150534 -3.34625e-05)))
2242	(((-50.4464 -0.0108087 -9.05756e-19) (1.18531 -0.000780829 -1.53173e-23)) ((0.000137271 -0.640669 -1.29867e-08) (9.91652e-06 0.0150535 -3.35018e-05)))
2243	(((-50.4469 -0.0106943 -9.05769e-19) (1.18532 -0.000780444 -1.53173e-23)) ((0.000135818 -0.640676 -1.29811e-08) (9.91163e-06 0.0150535 -3.3541e-05)))
2244	(((-50.4475 -0.0105791 -9.05782e-19) (1.18532 -0.000780061 -1.53173e-23)) ((0.000134355 -0.640684 -1.29737e-08) (9.90677e-06 0.0150536 -3.35802e-05)))
2245	(((-50.4481 -0.0104516 -9.05793e-19) (1.18533 -0.000779677 -1.53174e-23)) ((0.000132735 -0.640691 -1.29667e-08) (9.9019e-06 0.0150537 -3.36193e-05)))
2246	(((-50.4486 -0.0103032 -9.05804e-19) (1.18534 -0.000779291 -1.53175e-23)) ((0.00013085 -0.640698 -1.29617e-08) (9.897e-06 0.0150538 -3.36583e-05)))
2247	(((-50.4491 -0.0100638 -9.05822e-19) (1.18534 -0.000778902 -1.53175e-23)) ((0.00012781 -0.640703 -1.29586e-08) (9.89206e-06 0.0150538 -3.36974e-05)))
2248	(((-50.4495 -0.00993929 -9.05831e-19) (1.18535 -0.000778513 -1.53174e-23)) ((0.000126229 -0.640709 -1.29586e-08) (9.88711e-06 0.0150539 -3.37366e-05)))
2249	(((-50.45 -0.00981093 -9.0584e-19) (1.18535 -0.000778124 -1.53173e-23)) ((0.000124599 -0.640715 -1.29589e-08) (9.88218e-06 0.015054 -3.37757e-05)))
2250	(((-50.4505 -0.0096665 -9.05851e-19) (1.18536 -0.000777737 -1.53172e-23)) ((0.000122765 -0.640721 -1.29582e-08) (9.87726e-06 0.0150541 -3.3815e-05)))
2251	(((-50.451 -0.00949983 -9.05862e-19) (1.18536 -0.000777349 -1.53171e-23)) ((0.000120648 -0.640728 -1.29549e-08) (9.87233e-06 0.0150541 -3.38543e-05)))
2252	(((-50.4515 -0.00930096 -9.05874e-19) (1.18537 -0.000776959 -1.53172e-23)) ((0.000118122 -0.640734 -1.29489e-08) (9.86738e-06 0.0150542 -3.38936e-05)))
2253	(((-50.4519 -0.00899668 -9.05893e-19) (1.18538 -0.000776567 -1.53173e-23)) ((0.000114258 -0.64074 -1.29415e-08) (9.8624e-06 0.0150543 -3.39329e-05)))
2254	(((-50.4524 -0.00885104 -9.05903e-19) (1.18538 -0.000776172 -1.53173e-23)) ((0.000112408 -0.640746 -1.29361e-08) (9.85738e-06 0.0150544 -3.39721e-05)))
2255	(((-50.4529 -0.00873579 -9.05914e-19) (1.18539 -0.000775779 -1.53173e-23)) ((0.000110945 -0.640752 -1.29319e-08) (9.85239e-06 0.0150544 -3.40112e-05)))
2256	(((-50.4534 -0.00863532 -9.05924e-19) (1.18539 -0.000775388 -1.53173e-23)) ((0.000109669 -0.640758 -1.29291e-08) (9.84743e-06 0.0150545 -3.40503e-05)))
2257	(((-50.4539 -0.00852798 -9.05936e-19) (1.1854 -0.000775 -1.53173e-23)) ((0.000108305 -0.640764 -1.29267e-08) (9.8425e-06 0.0150546 -3.40894e-05)))
2258	(((-50.4544 -0.00840577 -9.05948e-19) (1.18541 -0.000774612 -1.53172e-23)) ((0.000106753 -0.64077 -1.29244e-08) (9.83758e-06 0.0150546 -3.41285e-05)))
2259	(((-50.4548 -0.00818158 -9.05968e-19) (1.18541 -0.000774224 -1.53172e-23)) ((0.000103906 -0.640776 -1.29202e-08) (9.83265e-06 0.0150547 -3.41677e-05)))
2260	(((-50.4553 -0.00806006 -9.05979e-19) (1.18542 -0.000773835 -1.53172e-23)) ((0.000102363 -0.640782 -1.2917e-08) (9.82771e-06 0.0150548 -3.42069e-05)))
2261	(((-50.4557 -0.00792902 -9.05989e-19) (1.18542 -0.000773446 -1.53172e-23)) ((0.000100699 -0.640788 -1.29127e-08) (9.82276e-06 0.0150549 -3.42461e-05)))
2262	(((-50.4562 -0.00777504 -9.05999e-19) (1.18543 -0.000773056 -1.53172e-23)) ((9.8743e-05 -0.640794 -1.29077e-08) (9.81781e-06 0.0150549 -3.42852e-05)))
2263	(((-50.4567 -0.00759618 -9.06009e-19) (1.18543 -0.000772665 -1.53172e-23)) ((9.64715e-05 -0.6408 -1.29028e-08) (9.81285e-06 0.015055 -3.43244e-05)))
2264	(((-50.4572 -0.00739994 -9.06019e-19) (1.18544 -0.000772273 -1.53171e-23)) ((9.39793e-05 -0.640806 -1.28977e-08) (9.80786e-06 0.0150551 -3.43635e-05)))
2265	(((-50.4576 -0.00711514 -9.06036e-19) (1.18545 -0.000771879 -1.53171e-23)) ((9.03622e-05 -0.640812 -1.28924e-08) (9.80286e-06 0.0150552 -3.44026e-05)))
2266	(((-50.4581 -0.00698541 -9.06047e-19) (1.18545 -0.000771484 -1.53171e-23)) ((8.87147e-05 -0.640818 -1.28885e-08) (9.79784e-06 0.0150552 -3.44418e-05)))
2267	(((-50.4586 -0.00688441 -9.06057e-19) (1.18546 -0.00077109 -1.53171e-23)) ((8.7432e-05 -0.640824 -1.28849e-08) (9.79284e-06 0.0150553 -3.4481e-05)))
2268	(((-50.459 -0.00679244 -9.06068e-19) (1.18546 -0.000770698 -1.53171e-23)) ((8.6264e-05 -0.64083 -1.28821e-08) (9.78786e-06 0.0150554 -3.45201e-05)))
2269	(((-50.4595 -0.00667541 -9.0608e-19) (1.18547 -0.000770307 -1.53171e-23)) ((8.47777e-05 -0.640836 -1.28781e-08) (9.7829e-06 0.0150555 -3.45592e-05)))
2270	(((-50.4599 -0.00645769 -9.06098e-19) (1.18547 -0.000769916 -1.53172e-23)) ((8.20127e-05 -0.640841 -1.28725e-08) (9.77794e-06 0.0150555 -3.45983e-05)))
2271	(((-50.4604 -0.00633409 -9.06109e-19) (1.18548 -0.000769525 -1.53172e-23)) ((8.04429e-05 -0.640847 -1.28681e-08) (9.77296e-06 0.0150556 -3.46374e-05)))
2272	(((-50.4608 -0.00620735 -9.06119e-19) (1.18549 -0.000769133 -1.53172e-23)) ((7.88334e-05 -0.640852 -1.28633e-08) (9.76799e-06 0.0150557 -3.46765e-05)))
2273	(((-50.4613 -0.0060661 -9.06129e-19) (1.18549 -0.000768742 -1.53172e-23)) ((7.70395e-05 -0.640858 -1.28586e-08) (9.76303e-06 0.0150557 -3.47155e-05)))
2274	(((-50.4618 -0.00590384 -9.06139e-19) (1.1855 -0.000768351 -1.53172e-23)) ((7.49787e-05 -0.640864 -1.28541e-08) (9.75806e-06 0.0150558 -3.47546e-05)))
2275	(((-50.4622 -0.00572037 -9.0615e-19) (1.1855 -0.000767959 -1.53172e-23)) ((7.26488e-05 -0.64087 -1.28489e-08) (9.75308e-06 0.0150559 -3.47937e-05)))
2276	(((-50.4626 -0.00544629 -9.06168e-19) (1.18551 -0.000767565 -1.53172e-23)) ((6.91679e-05 -0.640875 -1.28428e-08) (9.74808e-06 0.015056 -3.48328e-05)))
2277	(((-50.4631 -0.00531412 -9.06179e-19) (1.18551 -0.00076717 -1.53173e-23)) ((6.74894e-05 -0.640881 -1.28381e-08) (9.74306e-06 0.015056 -3.48719e-05)))
2278	(((-50.4636 -0.0052055 -9.06189e-19) (1.18552 -0.000766775 -1.53173e-23)) ((6.61098e-05 -0.640887 -1.28335e-08) (9.73805e-06 0.0150561 -3.49109e-05)))
2279	(((-50.464 -0.00510516 -9.06199e-19) (1.18553 -0.000766382 -1.53173e-23)) ((6.48355e-05 -0.640893 -1.28296e-08) (9.73305e-06 0.0150562 -3.495e-05)))
2280	(((-50.4645 -0.00498478 -9.0621e-19) (1.18553 -0.000765989 -1.53173e-23)) ((6.33067e-05 -0.640899 -1.28256e-08) (9.72806e-06 0.0150562 -3.4989e-05)))
2281	(((-50.4649 -0.00483399 -9.06221e-19) (1.18554 -0.000765596 -1.53173e-23)) ((6.13917e-05 -0.640904 -1.28205e-08) (9.72307e-06 0.0150563 -3.50281e-05)))
2282	(((-50.4653 -0.00458549 -9.06239e-19) (1.18554 -0.000765202 -1.53174e-23)) ((5.82358e-05 -0.640909 -1.2814e-08) (9.71807e-06 0.0150564 -3.50671e-05)))
2283	(((-50.4657 -0.00445366 -9.0625e-19) (1.18555 -0.000764808 -1.53174e-23)) ((5.65615e-05 -0.640915 -1.28093e-08) (9.71306e-06 0.0150565 -3.51062e-05)))
2284	(((-50.4662 -0.00433204 -9.0626e-19) (1.18555 -0.000764414 -1.53174e-23)) ((5.50169e-05 -0.640921 -1.28042e-08) (9.70806e-06 0.0150565 -3.51452e-05)))
2285	(((-50.4666 -0.00420441 -9.0627e-19) (1.18556 -0.000764021 -1.53174e-23)) ((5.3396e-05 -0.640926 -1.27991e-08) (9.70307e-06 0.0150566 -3.51842e-05)))
2286	(((-50.4671 -0.00406081 -9.0628e-19) (1.18556 -0.000763628 -1.53175e-23)) ((5.15723e-05 -0.640932 -1.27942e-08) (9.69807e-06 0.0150567 -3.52232e-05)))
2287	(((-50.4675 -0.00389663 -9.06291e-19) (1.18557 -0.000763234 -1.53175e-23)) ((4.94872e-05 -0.640938 -1.27884e-08) (9.69308e-06 0.0150567 -3.52621e-05)))
