# Time	Cd	Cl	Cm
1430	-3.25283e-06	-1.07059e-08	0
1431	-3.25267e-06	-1.07099e-08	0
1432	-3.25251e-06	-1.07123e-08	0
1433	-3.25237e-06	-1.07034e-08	0
1434	-3.25223e-06	-1.06919e-08	0
1435	-3.2521e-06	-1.06811e-08	0
1436	-3.25196e-06	-1.06687e-08	0
1437	-3.2518e-06	-1.06613e-08	0
1438	-3.25166e-06	-1.06367e-08	0
1439	-3.25152e-06	-1.06259e-08	0
1440	-3.25138e-06	-1.06234e-08	0
1441	-3.25123e-06	-1.06358e-08	0
1442	-3.25111e-06	-1.06249e-08	0
1443	-3.25098e-06	-1.06108e-08	0
1444	-3.25085e-06	-1.05883e-08	0
1445	-3.2507e-06	-1.05735e-08	0
1446	-3.25055e-06	-1.05635e-08	0
1447	-3.25042e-06	-1.0559e-08	0
1448	-3.25032e-06	-1.05495e-08	0
1449	-3.25022e-06	-1.0532e-08	0
1450	-3.25008e-06	-1.05199e-08	0
1451	-3.2499e-06	-1.0516e-08	0
1452	-3.24979e-06	-1.05015e-08	0
1453	-3.24968e-06	-1.04897e-08	0
1454	-3.24957e-06	-1.04774e-08	0
1455	-3.24944e-06	-1.04692e-08	0
1456	-3.24928e-06	-1.04637e-08	0
1457	-3.24917e-06	-1.0454e-08	0
1458	-3.24908e-06	-1.04282e-08	0
1459	-3.24898e-06	-1.0409e-08	0
1460	-3.24885e-06	-1.03969e-08	0
1461	-3.2487e-06	-1.03957e-08	0
1462	-3.24859e-06	-1.03839e-08	0
1463	-3.24848e-06	-1.03744e-08	0
1464	-3.24839e-06	-1.03595e-08	0
1465	-3.24827e-06	-1.03485e-08	0
1466	-3.24813e-06	-1.03437e-08	0
1467	-3.24803e-06	-1.03333e-08	0
1468	-3.24795e-06	-1.03179e-08	0
1469	-3.24785e-06	-1.02927e-08	0
1470	-3.24772e-06	-1.02703e-08	0
1471	-3.24757e-06	-1.02642e-08	0
1472	-3.24748e-06	-1.02569e-08	0
1473	-3.24739e-06	-1.02511e-08	0
1474	-3.24729e-06	-1.02431e-08	0
1475	-3.24718e-06	-1.02333e-08	0
1476	-3.24707e-06	-1.02199e-08	0
1477	-3.24697e-06	-1.02064e-08	0
1478	-3.24686e-06	-1.01952e-08	0
1479	-3.24676e-06	-1.01752e-08	0
1480	-3.24665e-06	-1.01596e-08	0
1481	-3.24654e-06	-1.01493e-08	0
1482	-3.24644e-06	-1.01422e-08	0
1483	-3.24634e-06	-1.01377e-08	0
1484	-3.24625e-06	-1.01285e-08	0
1485	-3.24615e-06	-1.01185e-08	0
1486	-3.24606e-06	-1.01042e-08	0
1487	-3.24596e-06	-1.00876e-08	0
1488	-3.24585e-06	-1.00716e-08	0
1489	-3.24574e-06	-1.00557e-08	0
1490	-3.24563e-06	-1.00528e-08	0
1491	-3.24554e-06	-1.00464e-08	0
1492	-3.24546e-06	-1.00373e-08	0
1493	-3.24536e-06	-1.00258e-08	0
1494	-3.24526e-06	-1.00105e-08	0
1495	-3.24516e-06	-1.00017e-08	0
1496	-3.24507e-06	-9.99102e-09	0
1497	-3.24498e-06	-9.97944e-09	0
1498	-3.24489e-06	-9.96233e-09	0
1499	-3.24477e-06	-9.94988e-09	0
1500	-3.24467e-06	-9.94609e-09	0
1501	-3.24456e-06	-9.93424e-09	0
1502	-3.24448e-06	-9.92514e-09	0
1503	-3.24441e-06	-9.91755e-09	0
1504	-3.24433e-06	-9.90608e-09	0
1505	-3.24422e-06	-9.89046e-09	0
1506	-3.24412e-06	-9.87312e-09	0
1507	-3.24401e-06	-9.86534e-09	0
1508	-3.24393e-06	-9.86088e-09	0
1509	-3.24385e-06	-9.85556e-09	0
1510	-3.24377e-06	-9.84238e-09	0
1511	-3.24367e-06	-9.82805e-09	0
1512	-3.24358e-06	-9.81399e-09	0
1513	-3.24348e-06	-9.81046e-09	0
1514	-3.2434e-06	-9.80263e-09	0
1515	-3.24332e-06	-9.79155e-09	0
1516	-3.24325e-06	-9.77498e-09	0
1517	-3.24316e-06	-9.75395e-09	0
1518	-3.24305e-06	-9.74031e-09	0
1519	-3.24296e-06	-9.73598e-09	0
1520	-3.24288e-06	-9.73166e-09	0
1521	-3.24281e-06	-9.73022e-09	0
1522	-3.24274e-06	-9.72323e-09	0
1523	-3.24267e-06	-9.7072e-09	0
1524	-3.24258e-06	-9.68545e-09	0
1525	-3.24248e-06	-9.65556e-09	0
1526	-3.2424e-06	-9.64529e-09	0
1527	-3.24231e-06	-9.64632e-09	0
1528	-3.24224e-06	-9.64832e-09	0
1529	-3.24218e-06	-9.64257e-09	0
1530	-3.24212e-06	-9.62755e-09	0
1531	-3.24204e-06	-9.60688e-09	0
1532	-3.24197e-06	-9.57496e-09	0
1533	-3.24187e-06	-9.56122e-09	0
1534	-3.24179e-06	-9.56085e-09	0
1535	-3.24172e-06	-9.57312e-09	0
1536	-3.24166e-06	-9.56043e-09	0
1537	-3.2416e-06	-9.53901e-09	0
1538	-3.24154e-06	-9.51788e-09	0
1539	-3.24148e-06	-9.50103e-09	0
1540	-3.2414e-06	-9.48357e-09	0
1541	-3.24132e-06	-9.46633e-09	0
1542	-3.24125e-06	-9.46676e-09	0
1543	-3.24118e-06	-9.46132e-09	0
1544	-3.24113e-06	-9.45199e-09	0
1545	-3.24108e-06	-9.43861e-09	0
1546	-3.24102e-06	-9.41244e-09	0
1547	-3.24096e-06	-9.39281e-09	0
1548	-3.2409e-06	-9.38025e-09	0
1549	-3.24082e-06	-9.37702e-09	0
1550	-3.24075e-06	-9.37529e-09	0
1551	-3.2407e-06	-9.36615e-09	0
1552	-3.24065e-06	-9.34922e-09	0
1553	-3.2406e-06	-9.33056e-09	0
1554	-3.24056e-06	-9.30374e-09	0
1555	-3.2405e-06	-9.28108e-09	0
1556	-3.24044e-06	-9.27994e-09	0
1557	-3.24037e-06	-9.27621e-09	0
1558	-3.24031e-06	-9.26167e-09	0
1559	-3.24026e-06	-9.24923e-09	0
1560	-3.24021e-06	-9.23353e-09	0
1561	-3.24017e-06	-9.2205e-09	0
1562	-3.24012e-06	-9.21095e-09	0
1563	-3.24007e-06	-9.20183e-09	0
1564	-3.24003e-06	-9.19236e-09	0
1565	-3.23998e-06	-9.19303e-09	0
1566	-3.23992e-06	-9.17149e-09	0
1567	-3.23987e-06	-9.14088e-09	0
1568	-3.23982e-06	-9.11962e-09	0
1569	-3.23977e-06	-9.10138e-09	0
1570	-3.23972e-06	-9.09554e-09	0
1571	-3.23968e-06	-9.11196e-09	0
1572	-3.23964e-06	-9.09923e-09	0
1573	-3.2396e-06	-9.08006e-09	0
1574	-3.23956e-06	-9.06021e-09	0
1575	-3.23951e-06	-9.04134e-09	0
1576	-3.23946e-06	-9.02776e-09	0
1577	-3.23941e-06	-9.02083e-09	0
1578	-3.23937e-06	-9.01248e-09	0
1579	-3.23932e-06	-9.00101e-09	0
1580	-3.23929e-06	-8.98598e-09	0
1581	-3.23925e-06	-8.97118e-09	0
1582	-3.23921e-06	-8.95927e-09	0
1583	-3.23917e-06	-8.95168e-09	0
1584	-3.23913e-06	-8.9393e-09	0
1585	-3.23909e-06	-8.9296e-09	0
1586	-3.23904e-06	-8.9182e-09	0
1587	-3.239e-06	-8.90284e-09	0
1588	-3.23897e-06	-8.89042e-09	0
1589	-3.23893e-06	-8.87776e-09	0
1590	-3.23889e-06	-8.86542e-09	0
1591	-3.23885e-06	-8.85124e-09	0
1592	-3.23882e-06	-8.84136e-09	0
1593	-3.23878e-06	-8.83554e-09	0
1594	-3.23874e-06	-8.8235e-09	0
1595	-3.23871e-06	-8.80947e-09	0
1596	-3.23867e-06	-8.79555e-09	0
1597	-3.23864e-06	-8.78449e-09	0
1598	-3.2386e-06	-8.77067e-09	0
1599	-3.23857e-06	-8.76123e-09	0
1600	-3.23853e-06	-8.75101e-09	0
1601	-3.2385e-06	-8.73693e-09	0
1602	-3.23847e-06	-8.72625e-09	0
1603	-3.23844e-06	-8.71336e-09	0
1604	-3.23841e-06	-8.70096e-09	0
1605	-3.23838e-06	-8.69073e-09	0
1606	-3.23835e-06	-8.67934e-09	0
1607	-3.23832e-06	-8.66425e-09	0
1608	-3.23829e-06	-8.65363e-09	0
1609	-3.23827e-06	-8.63698e-09	0
1610	-3.23824e-06	-8.63379e-09	0
1611	-3.2382e-06	-8.62735e-09	0
1612	-3.23818e-06	-8.61669e-09	0
1613	-3.23816e-06	-8.61817e-09	0
1614	-3.23814e-06	-8.59094e-09	0
1615	-3.23812e-06	-8.56428e-09	0
1616	-3.23808e-06	-8.54212e-09	0
1617	-3.23805e-06	-8.52286e-09	0
1618	-3.23803e-06	-8.52004e-09	0
1619	-3.238e-06	-8.52567e-09	0
1620	-3.23799e-06	-8.50833e-09	0
1621	-3.23797e-06	-8.48971e-09	0
1622	-3.23796e-06	-8.48466e-09	0
1623	-3.23794e-06	-8.47793e-09	0
1624	-3.23793e-06	-8.46615e-09	0
1625	-3.23789e-06	-8.44912e-09	0
1626	-3.23788e-06	-8.42844e-09	0
1627	-3.23783e-06	-8.41135e-09	0
1628	-3.23785e-06	-8.41069e-09	0
1629	-3.23783e-06	-8.392e-09	0
1630	-3.23779e-06	-8.36955e-09	0
1631	-3.23776e-06	-8.35911e-09	0
1632	-3.23783e-06	-8.34447e-09	0
1633	-3.23782e-06	-8.35568e-09	0
1634	-3.23776e-06	-8.35204e-09	0
1635	-3.23771e-06	-8.33128e-09	0
1636	-3.23769e-06	-8.30645e-09	0
1637	-3.23766e-06	-8.26758e-09	0
1638	-3.23768e-06	-8.24204e-09	0
1639	-3.23769e-06	-8.24371e-09	0
1640	-3.23779e-06	-8.24827e-09	0
1641	-3.23772e-06	-8.25945e-09	0
1642	-3.23765e-06	-8.26254e-09	0
1643	-3.2376e-06	-8.23893e-09	0
1644	-3.23756e-06	-8.19456e-09	0
1645	-3.23761e-06	-8.15667e-09	0
1646	-3.23765e-06	-8.15149e-09	0
1647	-3.23775e-06	-8.15944e-09	0
1648	-3.23766e-06	-8.16907e-09	0
1649	-3.23758e-06	-8.15804e-09	0
1650	-3.23754e-06	-8.11673e-09	0
1651	-3.23752e-06	-8.10017e-09	0
1652	-3.23758e-06	-8.09025e-09	0
1653	-3.23772e-06	-8.07833e-09	0
1654	-3.23767e-06	-8.08721e-09	0
1655	-3.23751e-06	-8.07133e-09	0
1656	-3.23753e-06	-8.04885e-09	0
1657	-3.23757e-06	-8.03e-09	0
1658	-3.23758e-06	-8.00544e-09	0
1659	-3.23759e-06	-8.00483e-09	0
1660	-3.23756e-06	-8.00747e-09	0
1661	-3.23759e-06	-7.99352e-09	0
1662	-3.23755e-06	-7.97876e-09	0
1663	-3.2376e-06	-7.95916e-09	0
1664	-3.23755e-06	-7.94036e-09	0
1665	-3.23759e-06	-7.93166e-09	0
1666	-3.23754e-06	-7.91576e-09	0
1667	-3.23758e-06	-7.90956e-09	0
1668	-3.23756e-06	-7.88679e-09	0
1669	-3.2376e-06	-7.88193e-09	0
1670	-3.23754e-06	-7.88341e-09	0
1671	-3.23763e-06	-7.87043e-09	0
1672	-3.23755e-06	-7.85901e-09	0
1673	-3.23761e-06	-7.83729e-09	0
1674	-3.23756e-06	-7.81741e-09	0
1675	-3.23758e-06	-7.79932e-09	0
1676	-3.23756e-06	-7.78595e-09	0
1677	-3.23761e-06	-7.78021e-09	0
1678	-3.23757e-06	-7.77873e-09	0
1679	-3.23765e-06	-7.77094e-09	0
1680	-3.23758e-06	-7.75084e-09	0
1681	-3.23765e-06	-7.7444e-09	0
1682	-3.23759e-06	-7.72284e-09	0
1683	-3.23763e-06	-7.70841e-09	0
1684	-3.2376e-06	-7.69828e-09	0
1685	-3.23764e-06	-7.68515e-09	0
1686	-3.23763e-06	-7.67037e-09	0
1687	-3.23767e-06	-7.66052e-09	0
1688	-3.23766e-06	-7.65471e-09	0
1689	-3.23768e-06	-7.65128e-09	0
1690	-3.23766e-06	-7.63648e-09	0
1691	-3.23769e-06	-7.61942e-09	0
1692	-3.23768e-06	-7.60415e-09	0
1693	-3.2377e-06	-7.5854e-09	0
1694	-3.23769e-06	-7.57874e-09	0
1695	-3.23772e-06	-7.55737e-09	0
1696	-3.23772e-06	-7.55291e-09	0
1697	-3.23775e-06	-7.53925e-09	0
1698	-3.23775e-06	-7.5329e-09	0
1699	-3.23777e-06	-7.52309e-09	0
1700	-3.23776e-06	-7.51109e-09	0
1701	-3.23779e-06	-7.4948e-09	0
1702	-3.23778e-06	-7.47532e-09	0
1703	-3.23781e-06	-7.46618e-09	0
1704	-3.2378e-06	-7.45373e-09	0
1705	-3.23786e-06	-7.42938e-09	0
1706	-3.23781e-06	-7.42825e-09	0
1707	-3.23789e-06	-7.433e-09	0
1708	-3.23786e-06	-7.41849e-09	0
1709	-3.2379e-06	-7.39746e-09	0
1710	-3.23788e-06	-7.37479e-09	0
1711	-3.23795e-06	-7.35789e-09	0
1712	-3.23791e-06	-7.34479e-09	0
1713	-3.23799e-06	-7.34473e-09	0
1714	-3.23795e-06	-7.34363e-09	0
1715	-3.23799e-06	-7.33048e-09	0
1716	-3.23798e-06	-7.30563e-09	0
1717	-3.23805e-06	-7.28307e-09	0
1718	-3.23801e-06	-7.27035e-09	0
1719	-3.2381e-06	-7.26455e-09	0
1720	-3.23805e-06	-7.26329e-09	0
1721	-3.23813e-06	-7.25464e-09	0
1722	-3.23808e-06	-7.22635e-09	0
1723	-3.23817e-06	-7.20829e-09	0
1724	-3.23811e-06	-7.19817e-09	0
1725	-3.23821e-06	-7.18725e-09	0
1726	-3.23816e-06	-7.1828e-09	0
1727	-3.23825e-06	-7.17462e-09	0
1728	-3.23822e-06	-7.169e-09	0
1729	-3.23828e-06	-7.13942e-09	0
1730	-3.23827e-06	-7.10975e-09	0
1731	-3.23833e-06	-7.09952e-09	0
1732	-3.23832e-06	-7.10311e-09	0
1733	-3.23837e-06	-7.10023e-09	0
1734	-3.23836e-06	-7.08403e-09	0
1735	-3.23843e-06	-7.06373e-09	0
1736	-3.23841e-06	-7.04987e-09	0
1737	-3.23847e-06	-7.03344e-09	0
1738	-3.23846e-06	-7.01451e-09	0
1739	-3.23853e-06	-7.00549e-09	0
1740	-3.23849e-06	-6.99665e-09	0
1741	-3.23859e-06	-6.9908e-09	0
1742	-3.23855e-06	-6.98104e-09	0
1743	-3.23863e-06	-6.96762e-09	0
1744	-3.2386e-06	-6.95756e-09	0
1745	-3.2387e-06	-6.92538e-09	0
1746	-3.23866e-06	-6.91484e-09	0
1747	-3.23874e-06	-6.90213e-09	0
1748	-3.23871e-06	-6.89322e-09	0
1749	-3.23879e-06	-6.88884e-09	0
1750	-3.23876e-06	-6.8706e-09	0
1751	-3.23886e-06	-6.85615e-09	0
1752	-3.23882e-06	-6.85583e-09	0
1753	-3.23891e-06	-6.83711e-09	0
1754	-3.23888e-06	-6.82623e-09	0
1755	-3.23896e-06	-6.80166e-09	0
1756	-3.23893e-06	-6.78524e-09	0
1757	-3.23903e-06	-6.76956e-09	0
1758	-3.239e-06	-6.76092e-09	0
1759	-3.23908e-06	-6.7589e-09	0
1760	-3.23906e-06	-6.7531e-09	0
1761	-3.23914e-06	-6.7424e-09	0
1762	-3.23911e-06	-6.73189e-09	0
1763	-3.23921e-06	-6.69535e-09	0
1764	-3.23919e-06	-6.68719e-09	0
1765	-3.23926e-06	-6.67546e-09	0
1766	-3.23924e-06	-6.66244e-09	0
1767	-3.23933e-06	-6.65361e-09	0
1768	-3.2393e-06	-6.6449e-09	0
1769	-3.2394e-06	-6.63261e-09	0
1770	-3.23936e-06	-6.62379e-09	0
1771	-3.23945e-06	-6.60871e-09	0
1772	-3.23943e-06	-6.59164e-09	0
1773	-3.23952e-06	-6.57034e-09	0
1774	-3.23949e-06	-6.56712e-09	0
1775	-3.23959e-06	-6.55408e-09	0
1776	-3.23956e-06	-6.5345e-09	0
1777	-3.23964e-06	-6.52894e-09	0
1778	-3.23963e-06	-6.5196e-09	0
1779	-3.23972e-06	-6.5099e-09	0
1780	-3.2397e-06	-6.49841e-09	0
1781	-3.23977e-06	-6.47877e-09	0
1782	-3.23978e-06	-6.45882e-09	0
1783	-3.23984e-06	-6.44486e-09	0
1784	-3.23984e-06	-6.43852e-09	0
1785	-3.23992e-06	-6.42814e-09	0
1786	-3.2399e-06	-6.42326e-09	0
1787	-3.23999e-06	-6.40717e-09	0
1788	-3.23997e-06	-6.39374e-09	0
1789	-3.24005e-06	-6.37374e-09	0
1790	-3.24004e-06	-6.35617e-09	0
1791	-3.24014e-06	-6.34148e-09	0
1792	-3.24012e-06	-6.34503e-09	0
1793	-3.2402e-06	-6.33199e-09	0
1794	-3.2402e-06	-6.31985e-09	0
1795	-3.24027e-06	-6.29871e-09	0
1796	-3.24027e-06	-6.27985e-09	0
1797	-3.24036e-06	-6.26802e-09	0
1798	-3.24034e-06	-6.26563e-09	0
1799	-3.24043e-06	-6.25471e-09	0
1800	-3.24042e-06	-6.25329e-09	0
1801	-3.2405e-06	-6.22319e-09	0
1802	-3.24049e-06	-6.19971e-09	0
1803	-3.24059e-06	-6.18192e-09	0
1804	-3.24058e-06	-6.17724e-09	0
1805	-3.24065e-06	-6.17614e-09	0
1806	-3.24066e-06	-6.1582e-09	0
1807	-3.24074e-06	-6.15213e-09	0
1808	-3.24074e-06	-6.15053e-09	0
1809	-3.24081e-06	-6.12119e-09	0
1810	-3.24082e-06	-6.10636e-09	0
1811	-3.24089e-06	-6.08727e-09	0
1812	-3.24092e-06	-6.06504e-09	0
1813	-3.2409e-06	-6.06388e-09	0
1814	-3.241e-06	-6.05955e-09	0
1815	-3.24102e-06	-6.03639e-09	0
1816	-3.24106e-06	-6.02438e-09	0
1817	-3.24119e-06	-6.01502e-09	0
1818	-3.24114e-06	-6.01805e-09	0
1819	-3.24122e-06	-6.00604e-09	0
1820	-3.24124e-06	-5.98571e-09	0
1821	-3.24127e-06	-5.96726e-09	0
1822	-3.24138e-06	-5.93779e-09	0
1823	-3.24134e-06	-5.93168e-09	0
1824	-3.24143e-06	-5.92181e-09	0
1825	-3.24143e-06	-5.91305e-09	0
1826	-3.24147e-06	-5.90203e-09	0
1827	-3.24159e-06	-5.88051e-09	0
1828	-3.24156e-06	-5.87263e-09	0
1829	-3.24166e-06	-5.86109e-09	0
1830	-3.24166e-06	-5.84917e-09	0
1831	-3.24169e-06	-5.83814e-09	0
1832	-3.24182e-06	-5.82304e-09	0
1833	-3.24177e-06	-5.81783e-09	0
1834	-3.24187e-06	-5.79981e-09	0
1835	-3.24186e-06	-5.78465e-09	0
1836	-3.2419e-06	-5.76516e-09	0
1837	-3.24203e-06	-5.74037e-09	0
1838	-3.242e-06	-5.73707e-09	0
1839	-3.2421e-06	-5.73501e-09	0
1840	-3.24209e-06	-5.72933e-09	0
1841	-3.24213e-06	-5.71362e-09	0
1842	-3.24224e-06	-5.68663e-09	0
1843	-3.24222e-06	-5.68425e-09	0
1844	-3.24231e-06	-5.66533e-09	0
1845	-3.24234e-06	-5.65325e-09	0
1846	-3.24233e-06	-5.63588e-09	0
1847	-3.24246e-06	-5.6153e-09	0
1848	-3.24245e-06	-5.60264e-09	0
1849	-3.24249e-06	-5.59648e-09	0
1850	-3.24262e-06	-5.60308e-09	0
1851	-3.24258e-06	-5.59652e-09	0
1852	-3.24266e-06	-5.57256e-09	0
1853	-3.2427e-06	-5.55247e-09	0
1854	-3.24273e-06	-5.53488e-09	0
1855	-3.24279e-06	-5.50825e-09	0
1856	-3.24283e-06	-5.50013e-09	0
1857	-3.24288e-06	-5.49085e-09	0
1858	-3.24293e-06	-5.48212e-09	0
1859	-3.24298e-06	-5.48171e-09	0
1860	-3.24302e-06	-5.46971e-09	0
1861	-3.24306e-06	-5.44511e-09	0
1862	-3.24311e-06	-5.42576e-09	0
1863	-3.24315e-06	-5.42113e-09	0
1864	-3.24321e-06	-5.40907e-09	0
1865	-3.24325e-06	-5.40188e-09	0
1866	-3.24331e-06	-5.38745e-09	0
1867	-3.24334e-06	-5.35811e-09	0
1868	-3.24338e-06	-5.35319e-09	0
1869	-3.24347e-06	-5.35965e-09	0
1870	-3.24346e-06	-5.33162e-09	0
1871	-3.2435e-06	-5.31771e-09	0
1872	-3.24363e-06	-5.30477e-09	0
1873	-3.24361e-06	-5.28767e-09	0
1874	-3.24369e-06	-5.27126e-09	0
1875	-3.24373e-06	-5.26056e-09	0
1876	-3.24376e-06	-5.25541e-09	0
1877	-3.24382e-06	-5.24595e-09	0
1878	-3.24386e-06	-5.23288e-09	0
1879	-3.2439e-06	-5.22197e-09	0
1880	-3.24395e-06	-5.19712e-09	0
1881	-3.24402e-06	-5.17734e-09	0
1882	-3.24406e-06	-5.15985e-09	0
1883	-3.24409e-06	-5.16022e-09	0
1884	-3.24413e-06	-5.15452e-09	0
1885	-3.24424e-06	-5.14056e-09	0
1886	-3.24425e-06	-5.13333e-09	0
1887	-3.24428e-06	-5.12088e-09	0
1888	-3.2444e-06	-5.10164e-09	0
1889	-3.24437e-06	-5.08798e-09	0
1890	-3.24441e-06	-5.07272e-09	0
1891	-3.24454e-06	-5.05927e-09	0
1892	-3.24452e-06	-5.03262e-09	0
1893	-3.24456e-06	-5.02244e-09	0
1894	-3.24469e-06	-5.02036e-09	0
1895	-3.24468e-06	-5.01456e-09	0
1896	-3.24471e-06	-5.00297e-09	0
1897	-3.24484e-06	-4.97839e-09	0
1898	-3.24483e-06	-4.97705e-09	0
1899	-3.24486e-06	-4.96227e-09	0
1900	-3.24499e-06	-4.94112e-09	0
1901	-3.24497e-06	-4.91782e-09	0
1902	-3.245e-06	-4.91177e-09	0
1903	-3.24512e-06	-4.89952e-09	0
1904	-3.24512e-06	-4.89448e-09	0
1905	-3.24515e-06	-4.88354e-09	0
1906	-3.24529e-06	-4.86593e-09	0
1907	-3.24528e-06	-4.85688e-09	0
1908	-3.24531e-06	-4.83921e-09	0
1909	-3.24542e-06	-4.81973e-09	0
1910	-3.24542e-06	-4.81317e-09	0
1911	-3.24546e-06	-4.79833e-09	0
1912	-3.2456e-06	-4.78037e-09	0
1913	-3.24558e-06	-4.77197e-09	0
1914	-3.2456e-06	-4.76522e-09	0
1915	-3.2457e-06	-4.75265e-09	0
1916	-3.24573e-06	-4.7358e-09	0
1917	-3.24578e-06	-4.71137e-09	0
1918	-3.24586e-06	-4.69142e-09	0
1919	-3.2459e-06	-4.69238e-09	0
1920	-3.24591e-06	-4.69352e-09	0
1921	-3.24603e-06	-4.68117e-09	0
1922	-3.24607e-06	-4.66915e-09	0
1923	-3.24605e-06	-4.6407e-09	0
1924	-3.24609e-06	-4.61588e-09	0
1925	-3.24623e-06	-4.60756e-09	0
1926	-3.24623e-06	-4.60395e-09	0
1927	-3.24627e-06	-4.59144e-09	0
1928	-3.24638e-06	-4.57785e-09	0
1929	-3.24642e-06	-4.56876e-09	0
1930	-3.2464e-06	-4.55711e-09	0
1931	-3.24651e-06	-4.53657e-09	0
1932	-3.24656e-06	-4.52527e-09	0
1933	-3.2466e-06	-4.5144e-09	0
1934	-3.24661e-06	-4.50269e-09	0
1935	-3.24672e-06	-4.4844e-09	0
1936	-3.24676e-06	-4.47416e-09	0
1937	-3.24677e-06	-4.4571e-09	0
1938	-3.24681e-06	-4.4434e-09	0
1939	-3.24694e-06	-4.4357e-09	0
1940	-3.24696e-06	-4.42531e-09	0
1941	-3.247e-06	-4.40165e-09	0
1942	-3.24704e-06	-4.3931e-09	0
1943	-3.24715e-06	-4.38547e-09	0
1944	-3.24713e-06	-4.38515e-09	0
1945	-3.24717e-06	-4.36886e-09	0
1946	-3.24731e-06	-4.33808e-09	0
1947	-3.2473e-06	-4.32232e-09	0
1948	-3.24733e-06	-4.31393e-09	0
1949	-3.24744e-06	-4.30328e-09	0
1950	-3.24748e-06	-4.30081e-09	0
1951	-3.24748e-06	-4.29322e-09	0
1952	-3.24752e-06	-4.28582e-09	0
1953	-3.24764e-06	-4.2483e-09	0
1954	-3.24769e-06	-4.22529e-09	0
1955	-3.24769e-06	-4.21207e-09	0
1956	-3.24773e-06	-4.20841e-09	0
1957	-3.24786e-06	-4.19879e-09	0
1958	-3.24786e-06	-4.19847e-09	0
1959	-3.24789e-06	-4.1905e-09	0
1960	-3.24793e-06	-4.17752e-09	0
1961	-3.24809e-06	-4.15058e-09	0
1962	-3.24807e-06	-4.14196e-09	0
1963	-3.24809e-06	-4.12583e-09	0
1964	-3.24813e-06	-4.11192e-09	0
1965	-3.24826e-06	-4.08669e-09	0
1966	-3.24827e-06	-4.07422e-09	0
1967	-3.24831e-06	-4.06833e-09	0
1968	-3.24835e-06	-4.06446e-09	0
1969	-3.24847e-06	-4.05029e-09	0
1970	-3.24847e-06	-4.04459e-09	0
1971	-3.24851e-06	-4.03206e-09	0
1972	-3.24855e-06	-4.02009e-09	0
1973	-3.24869e-06	-4.00441e-09	0
1974	-3.24867e-06	-3.9813e-09	0
1975	-3.2487e-06	-3.963e-09	0
1976	-3.24875e-06	-3.945e-09	0
1977	-3.24885e-06	-3.93725e-09	0
1978	-3.2489e-06	-3.92969e-09	0
1979	-3.24894e-06	-3.92774e-09	0
1980	-3.24896e-06	-3.91724e-09	0
1981	-3.249e-06	-3.90789e-09	0
1982	-3.24905e-06	-3.88297e-09	0
1983	-3.24915e-06	-3.85971e-09	0
1984	-3.24919e-06	-3.85163e-09	0
1985	-3.24922e-06	-3.84415e-09	0
1986	-3.24926e-06	-3.82269e-09	0
1987	-3.2493e-06	-3.81999e-09	0
1988	-3.24937e-06	-3.80512e-09	0
1989	-3.24943e-06	-3.79911e-09	0
1990	-3.24947e-06	-3.78948e-09	0
1991	-3.24951e-06	-3.76991e-09	0
1992	-3.24955e-06	-3.75277e-09	0
1993	-3.2496e-06	-3.73831e-09	0
1994	-3.24967e-06	-3.7279e-09	0
1995	-3.24972e-06	-3.72052e-09	0
1996	-3.24976e-06	-3.7104e-09	0
1997	-3.2498e-06	-3.69971e-09	0
1998	-3.24983e-06	-3.68449e-09	0
1999	-3.24989e-06	-3.6699e-09	0
2000	-3.24994e-06	-3.64562e-09	0
2001	-3.25002e-06	-3.62216e-09	0
2002	-3.25007e-06	-3.61741e-09	0
2003	-3.2501e-06	-3.62253e-09	0
2004	-3.25013e-06	-3.61444e-09	0
2005	-3.25017e-06	-3.60631e-09	0
2006	-3.25022e-06	-3.59113e-09	0
2007	-3.25034e-06	-3.55499e-09	0
2008	-3.25037e-06	-3.54525e-09	0
2009	-3.25033e-06	-3.53584e-09	0
2010	-3.25036e-06	-3.53535e-09	0
2011	-3.25051e-06	-3.53021e-09	0
2012	-3.25057e-06	-3.51914e-09	0
2013	-3.25053e-06	-3.49459e-09	0
2014	-3.25057e-06	-3.47488e-09	0
2015	-3.2507e-06	-3.4578e-09	0
2016	-3.25075e-06	-3.46175e-09	0
2017	-3.25073e-06	-3.44845e-09	0
2018	-3.25077e-06	-3.43033e-09	0
2019	-3.2509e-06	-3.41394e-09	0
2020	-3.25094e-06	-3.41658e-09	0
2021	-3.25092e-06	-3.39455e-09	0
2022	-3.25096e-06	-3.37812e-09	0
2023	-3.25109e-06	-3.36498e-09	0
2024	-3.25113e-06	-3.36996e-09	0
2025	-3.25111e-06	-3.34654e-09	0
2026	-3.25115e-06	-3.32806e-09	0
2027	-3.25128e-06	-3.31212e-09	0
2028	-3.25133e-06	-3.30447e-09	0
2029	-3.2513e-06	-3.29284e-09	0
2030	-3.25135e-06	-3.28192e-09	0
2031	-3.25148e-06	-3.27399e-09	0
2032	-3.25153e-06	-3.26662e-09	0
2033	-3.2515e-06	-3.24967e-09	0
2034	-3.25154e-06	-3.2346e-09	0
2035	-3.25167e-06	-3.21967e-09	0
2036	-3.25172e-06	-3.20957e-09	0
2037	-3.25169e-06	-3.19345e-09	0
